food_code,food_name,primarysource,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,source_file
ASC075,Egg sauce,asc_manual,146.85,5.88,5.97,11.08,3.19,0.12,6174.18,3162.08,607.3,111.08,89.49,115.17,9.73,51.54,117.22,0.65,0.04,11.21,0.0,0.04,0.0,0.57,119.78,0.67,0.25,0.22,0.63,3.83,17.98,0.04,0.13,0.12,0.63,0.07,6.07,17.98,1.27,225.95,,ASC075.json
ASC076,Mushroom sauce,asc_manual,137.56,7.31,3.39,10.51,3.86,0.47,6518.01,2711.64,390.94,18.2,94.1,89.82,9.85,20.94,131.43,0.22,0.04,0.72,0.0,0.05,0.0,0.32,81.85,0.33,2.57,0.0,2.06,0.0,6.98,0.03,0.1,0.17,0.34,0.05,2.57,6.98,1.53,215.81,,ASC076.json
ASC077,Mustard sauce,asc_manual,158.58,8.29,3.98,12.17,4.22,0.13,7180.52,3455.69,528.24,19.97,109.03,92.35,14.9,22.16,128.41,0.44,0.04,0.79,0.0,0.08,0.0,0.49,89.81,0.36,0.33,0.0,0.74,0.0,6.65,0.03,0.1,0.1,0.32,0.04,1.7,6.65,1.67,236.79,,ASC077.json
ASC078,Brown sauce,asc_manual,109.18,5.38,11.92,23.67,0.13,1.69,1124.38,1912.29,5918.29,0.0,40.44,107.28,39.16,14174.59,334.09,2.46,0.06,0.0,0.0,0.26,0.0,0.4,0.0,4.59,0.49,0.0,0.66,0.0,1.18,0.01,0.0,0.06,0.05,0.01,0.04,1.18,0.0,19.55,,ASC078.json
ASC079,Clear tomato soup (Tamatar ka soup),asc_manual,80.07,3.45,4.79,12.22,1.44,1.96,851.47,1414.0,4382.48,0.0,29.05,50.31,22.39,5135.74,232.95,1.14,0.05,0.21,0.0,0.23,0.01,0.23,0.0,3.47,6.14,0.0,14.32,0.0,11.04,0.03,0.01,0.32,0.12,0.05,0.77,11.04,13.37,3417.47,soup bowl,ASC079.json
ASC080,Lentil soup,asc_manual,31.17,3.94,9.65,11.68,1.06,2.57,568.31,231.83,109.95,2.19,40.57,96.89,36.61,10418.84,350.26,2.26,0.1,1.99,0.0,0.35,0.04,0.47,9.85,0.09,1.93,0.0,8.17,0.0,8.97,0.03,0.02,0.2,0.14,0.04,0.56,8.97,4.6,2080.89,soup bowl,ASC080.json
ASC081,Chicken consomme (Clear chicken soup),asc_manual,47.94,1.19,11.47,12.02,0.54,1.57,819.65,1205.06,595.91,17.0,35.48,102.45,32.35,8953.64,305.39,1.82,0.06,3.83,0.0,0.36,0.02,0.46,9.56,0.05,0.35,0.08,4.65,0.0,5.04,0.02,0.04,1.35,0.33,0.09,0.89,5.04,0.93,560.44,soup bowl,ASC081.json
ASC082,Cream of tomato soup,asc_manual,97.81,3.93,4.61,13.12,1.81,1.38,2374.48,1898.59,3845.49,5.47,39.61,56.77,19.75,4461.22,205.66,0.95,0.05,0.28,0.0,0.15,0.01,0.24,26.01,3.05,5.2,0.0,11.49,0.0,9.52,0.03,0.03,0.28,0.15,0.05,0.94,9.52,11.51,2573.71,soup bowl,ASC082.json
ASC083,Cream of green peas soup,asc_manual,127.84,6.75,7.13,14.78,1.61,2.95,2672.93,2142.5,4324.33,6.19,51.01,76.14,29.97,4999.7,242.6,1.48,0.11,0.88,0.0,0.27,0.02,0.56,29.45,3.42,4.13,0.0,16.43,0.0,21.68,0.1,0.04,0.47,0.3,0.08,1.85,21.68,12.8,1001.41,soup bowl,ASC083.json
ASC084,Cream of spinach soup,asc_manual,100.54,3.45,5.21,13.31,1.13,1.74,2433.5,1903.39,3918.17,5.47,70.77,64.44,52.29,4429.81,404.13,2.1,0.1,1.19,0.01,0.59,0.01,0.39,26.0,3.51,0.25,0.0,141.63,0.0,64.43,0.08,0.07,0.2,0.17,0.08,2.27,64.43,13.69,4180.58,soup bowl,ASC084.json
ASC085,Cream of mixed vegetable soup,asc_manual,59.65,4.93,6.84,9.05,2.1,2.14,2015.64,852.77,171.6,7.05,65.26,94.33,27.05,5655.45,255.87,1.36,0.07,0.64,0.0,0.23,0.02,0.48,28.6,0.17,3.6,0.0,11.38,0.0,15.03,0.06,0.04,0.32,0.24,0.06,1.44,15.03,10.77,1564.13,soup bowl,ASC085.json
ASC086,Cream of mushroom soup,asc_manual,117.28,3.74,6.64,15.5,1.93,1.34,2922.18,2330.75,4743.45,6.74,70.56,106.93,24.31,5276.06,249.79,1.81,0.08,0.25,0.0,0.19,0.01,0.56,32.07,3.65,4.31,0.0,4.35,0.0,8.19,0.02,0.04,0.22,0.21,0.05,2.74,8.19,1.54,77.09,soup bowl,ASC086.json
ASC087,Chicken sweet corn soup,asc_manual,28.32,1.63,14.48,12.59,0.27,0.47,106.18,155.2,113.22,6.37,91.5,177.67,41.64,12205.33,362.15,3.83,0.11,2.67,0.0,0.23,0.0,1.02,0.72,0.07,0.01,0.18,0.09,2.87,5.57,0.03,0.02,1.04,0.24,0.06,0.58,5.57,0.84,4.12,soup bowl,ASC087.json
ASC088,Minestrone soup,asc_manual,42.66,3.71,9.3,11.09,1.01,1.92,787.84,334.79,103.83,3.7,53.55,101.3,31.06,8875.06,299.64,1.82,0.06,0.71,0.0,0.22,0.01,0.39,14.19,0.1,3.24,0.0,10.81,0.0,10.1,0.04,0.02,0.64,0.13,0.04,0.77,10.1,8.44,1748.04,soup bowl,ASC088.json
ASC089,Egg drop soup,asc_manual,26.64,1.1,12.93,13.52,0.6,0.81,929.73,583.38,160.37,31.67,100.14,170.96,39.39,12418.84,346.42,3.93,0.09,3.3,0.0,0.24,0.01,1.04,28.13,0.18,0.08,0.07,7.62,1.15,8.87,0.01,0.02,0.09,0.16,0.03,1.72,8.87,2.68,63.91,soup bowl,ASC089.json
ASC090,Chinese cabbage and meat ball soup,asc_manual,484.31,1.43,5.21,56.57,0.37,0.57,6459.89,10712.21,32686.77,5.83,41.07,64.93,15.07,4249.41,147.1,1.52,0.04,0.73,0.0,0.11,0.01,0.36,6.78,25.43,1.35,0.01,8.54,0.2,4.37,0.02,0.01,0.37,0.06,0.02,0.47,4.37,3.59,640.37,soup bowl,ASC090.json
ASC091,French onion soup,asc_manual,55.61,4.28,11.41,14.39,1.5,1.01,2424.63,995.75,166.59,10.59,106.22,167.13,37.54,11202.89,320.67,3.52,0.1,0.24,0.0,0.26,0.01,0.99,44.42,0.1,0.2,0.0,1.6,0.0,7.06,0.01,0.01,0.08,0.09,0.03,0.77,7.06,1.52,53.65,soup bowl,ASC091.json
ASC092,Hot and sour soup,asc_manual,31.51,1.78,3.12,1.31,0.66,0.6,199.04,223.12,125.98,17.91,10.68,34.22,7.53,163.26,93.43,0.43,0.05,3.25,0.0,0.11,0.01,0.18,7.01,0.1,0.73,0.17,6.9,3.29,10.13,0.02,0.02,0.97,0.22,0.09,1.51,10.13,6.26,595.21,soup bowl,ASC092.json
ASC093,Talaumein soup,asc_manual,35.63,4.17,10.12,12.78,0.77,1.94,257.74,354.08,793.19,12.4,42.33,101.54,37.81,11088.14,340.97,2.23,0.06,2.09,0.0,0.28,0.02,0.41,6.71,0.66,1.24,0.03,14.95,0.49,13.16,0.02,0.02,0.25,0.16,0.06,1.38,13.16,3.42,1060.6,soup bowl,ASC093.json
ASC094,Cold cucumber soup (Thanda kheere ka soup),asc_manual,48.03,4.58,2.99,1.99,3.34,0.88,1232.66,523.24,98.37,7.06,99.79,98.44,15.83,121.32,171.02,0.32,0.03,1.07,0.0,0.06,0.02,0.42,20.12,0.05,0.47,0.0,4.59,0.0,14.61,0.03,0.11,0.2,0.34,0.06,2.08,14.61,2.69,265.68,soup bowl,ASC094.json
ASC095,Cold summer garden soup,asc_manual,49.19,2.65,8.57,14.08,0.46,1.86,2460.77,990.52,183.14,10.12,43.93,86.54,38.89,9919.63,361.43,2.13,0.07,0.55,0.0,0.28,0.02,0.36,46.93,0.17,0.28,0.0,22.78,0.0,14.09,0.02,0.02,0.19,0.13,0.03,0.94,14.09,5.31,1029.93,soup bowl,ASC095.json
ASC096,Chapati/Roti,asc_manual,202.31,35.65,5.88,3.56,1.0,6.31,1737.22,796.67,538.89,6.83,17.22,175.0,69.44,1.16,172.78,2.28,0.27,29.51,0.0,1.66,0.02,1.58,25.61,0.3,7.46,0.0,0.83,0.0,16.23,0.23,0.08,1.32,0.48,0.14,0.42,16.23,0.0,209.53,chapati,ASC096.json
ASC097,Plain parantha/paratha,asc_manual,298.3,30.69,5.06,16.86,0.86,5.43,2035.63,3380.49,10573.12,0.0,14.81,150.67,59.91,62.07,148.89,1.98,0.23,25.41,0.0,1.43,0.01,1.36,0.0,8.07,6.42,0.0,1.73,0.0,13.98,0.2,0.07,1.13,0.42,0.12,0.36,13.98,0.0,135.84,parantha,ASC097.json
ASC098,Potato parantha/paratha (Aloo ka parantha/paratha),asc_manual,205.04,23.92,3.7,10.22,1.15,4.18,1241.03,2032.35,6381.79,0.0,17.38,107.56,46.11,127.2,272.88,1.52,0.18,15.42,0.0,0.94,0.01,0.95,0.0,4.85,4.02,0.0,4.42,0.0,16.02,0.14,0.05,1.05,0.39,0.12,0.87,16.02,8.54,295.46,parantha,ASC098.json
ASC099,Radish parantha/paratha (Mooli ka parantha/paratha),asc_manual,183.52,20.54,3.3,9.53,1.31,4.32,1161.33,1896.26,5939.95,0.0,23.75,98.85,41.98,127.03,206.44,1.39,0.16,14.23,0.0,0.87,0.02,0.88,0.0,4.51,3.72,0.0,4.39,0.0,20.73,0.12,0.05,0.8,0.32,0.11,1.28,20.73,8.44,223.85,parantha,ASC099.json
ASC100,Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),asc_manual,178.07,18.84,3.73,9.47,1.15,4.68,1168.14,1868.38,5892.41,0.0,22.0,103.43,44.53,190.03,222.94,1.59,0.16,14.09,0.0,0.96,0.01,0.9,0.0,4.44,4.13,0.0,8.6,0.0,25.84,0.13,0.07,0.79,0.47,0.13,1.27,25.84,17.28,238.25,parantha,ASC100.json
ASC101,Dal parantha/paratha,asc_manual,268.24,30.03,6.78,13.05,1.43,6.46,1556.72,2583.4,8046.57,0.0,23.89,158.21,63.15,156.13,268.85,2.45,0.3,25.16,0.0,1.31,0.04,1.53,0.0,5.9,5.05,0.0,4.83,0.0,37.84,0.2,0.08,1.15,0.55,0.13,0.7,37.84,2.35,420.07,parantha,ASC101.json
ASC102,Sprouted moong parantha/paratha,asc_manual,228.59,24.31,4.29,12.43,1.47,4.49,1508.61,2482.22,7749.82,0.0,20.33,120.66,49.59,153.94,150.07,1.94,0.19,18.51,0.0,1.1,0.02,1.1,0.0,5.88,4.82,0.0,4.64,0.0,16.33,0.17,0.06,0.95,0.38,0.12,0.59,16.33,2.61,293.34,parantha,ASC102.json
ASC103,Pea parantha/paratha (Matar ka parantha/paratha),asc_manual,190.73,21.51,5.59,8.8,1.29,5.61,1065.83,1758.68,5488.28,0.0,23.49,103.5,49.23,109.99,197.71,1.78,0.22,13.73,0.0,0.95,0.02,1.17,0.0,4.24,8.38,0.0,20.29,0.0,31.05,0.21,0.05,1.14,0.51,0.15,1.97,31.05,16.43,697.85,parantha,ASC103.json
ASC104,Keema parantha/paratha,asc_manual,238.09,18.36,9.41,13.91,0.99,3.44,3212.76,3659.35,6122.01,25.66,19.35,152.13,43.62,140.62,213.77,1.8,0.17,14.86,0.0,0.84,0.01,1.98,1.67,4.57,3.7,0.0,3.56,0.0,11.49,0.16,0.1,2.3,0.56,0.15,1.12,11.49,1.8,220.31,parantha,ASC104.json
ASC105,Paneer parantha/paratha,asc_manual,262.97,24.33,7.98,14.62,3.77,4.0,3429.66,3237.83,7067.94,0.0,127.65,181.47,48.99,142.52,141.55,1.7,0.19,22.13,0.03,1.01,0.01,1.59,0.0,5.31,4.37,0.0,4.1,0.0,34.11,0.14,0.08,0.85,0.42,0.1,5.43,34.11,1.99,303.06,parantha,ASC105.json
ASC106,Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),asc_manual,216.49,21.39,5.54,12.09,1.31,4.39,1478.47,2414.97,7507.21,0.0,33.07,101.72,53.3,177.19,251.93,1.85,0.18,11.71,0.01,1.06,0.01,0.9,0.0,6.02,2.89,0.0,68.84,0.0,61.41,0.18,0.08,0.85,0.41,0.15,2.29,61.41,8.08,2059.79,parantha,ASC106.json
ASC107,Poori,asc_manual,737.63,8.22,1.35,77.61,0.23,1.46,9623.96,15940.3,48777.58,1.58,3.98,40.35,16.07,31.73,39.91,0.6,0.07,6.8,0.0,0.38,0.0,0.37,5.91,37.9,1.72,0.0,5.03,0.0,3.74,0.05,0.02,0.3,0.11,0.03,0.1,3.74,0.0,48.31,poori,ASC107.json
ASC108,Spinach poori (Palak poori),asc_manual,684.25,7.76,1.42,71.86,0.24,1.55,8919.32,14753.28,45156.08,1.46,10.02,39.97,21.42,35.47,84.67,0.79,0.08,6.45,0.0,0.44,0.0,0.38,5.46,35.16,1.61,0.0,28.81,0.0,14.0,0.06,0.03,0.31,0.12,0.04,0.4,14.0,2.24,765.51,poori,ASC108.json
ASC109,Methi poori,asc_manual,710.02,7.98,1.45,74.6,0.26,1.61,9255.95,15318.2,46887.28,1.51,14.61,41.04,18.01,35.37,48.54,0.81,0.07,6.59,0.0,0.4,0.01,0.37,5.67,36.43,1.74,0.0,21.38,0.0,6.51,0.06,0.03,0.33,0.13,0.05,0.28,6.51,2.24,550.68,poori,ASC109.json
ASC110,Dal stuffed poori,asc_manual,785.16,10.14,2.08,81.69,0.29,1.96,10132.77,16769.68,51322.12,1.66,6.88,53.37,22.74,128.18,81.94,0.83,0.09,7.76,0.0,0.51,0.01,0.47,6.21,39.86,2.1,0.0,6.08,0.0,6.44,0.06,0.02,0.39,0.2,0.05,0.14,6.44,0.36,82.44,poori,ASC110.json
ASC111,Potato stuffed poori (Aloo ki poori),asc_manual,776.74,9.4,1.52,81.35,0.26,1.64,10088.42,16705.94,51123.28,1.65,5.57,45.05,18.52,69.86,71.98,0.7,0.08,7.17,0.0,0.41,0.0,0.4,6.19,39.72,1.81,0.0,5.47,0.0,4.73,0.06,0.02,0.38,0.14,0.04,0.17,4.73,1.17,76.3,poori,ASC111.json
ASC112,Tandoori parantha/paratha,asc_manual,295.37,30.74,5.08,16.51,0.86,5.44,9543.83,4226.47,1092.69,39.77,14.98,150.9,59.88,1.14,148.98,1.96,0.23,25.45,0.0,1.43,0.01,1.37,149.07,1.06,6.43,0.0,0.72,0.0,14.0,0.2,0.07,1.14,0.42,0.12,0.36,14.0,0.0,437.25,parantha,ASC112.json
ASC113,Boiled rice (Uble chawal),asc_manual,117.19,25.72,2.6,0.18,0.22,1.25,50.0,28.89,72.0,0.0,2.7,46.67,8.91,1.05,47.33,0.24,0.09,0.4,0.0,0.26,0.02,0.36,0.0,0.03,0.0,0.0,0.5,0.0,3.25,0.06,0.02,0.84,0.18,0.07,0.1,3.25,0.0,15.63,plate,ASC113.json
ASC114,Plain pulao,asc_manual,140.21,21.82,2.34,4.62,1.15,1.69,585.27,946.98,2865.54,0.0,12.76,42.93,12.3,193.76,74.74,0.41,0.09,0.4,0.0,0.47,0.03,0.37,0.0,2.2,0.28,0.0,2.01,0.0,7.35,0.05,0.02,0.72,0.19,0.07,0.52,7.35,1.11,35.37,plate,ASC114.json
ASC115,Mixed vegetable pulao,asc_manual,113.05,17.49,2.72,3.33,1.35,2.67,427.8,671.57,2058.53,0.0,19.61,44.58,17.6,187.92,133.82,0.6,0.11,0.49,0.0,0.43,0.03,0.43,0.0,1.6,1.95,0.0,9.58,0.0,18.39,0.08,0.02,0.73,0.27,0.12,1.4,18.39,5.96,1340.13,plate,ASC115.json
ASC116,Mushroom pulao,asc_manual,124.29,19.02,2.52,4.03,1.0,1.88,511.58,814.5,2498.46,0.0,13.54,49.03,13.23,222.36,108.7,0.39,0.09,0.34,0.0,0.42,0.02,0.34,0.0,1.89,3.11,0.0,3.47,0.0,7.47,0.05,0.02,0.71,0.23,0.08,1.73,7.47,0.96,30.39,plate,ASC116.json
ASC117,Sprouted moong pulao,asc_manual,112.97,17.49,2.19,3.61,1.43,1.78,464.8,729.65,2220.15,0.0,16.26,42.22,13.05,153.16,95.52,0.65,0.08,0.33,0.0,0.39,0.02,0.34,0.0,1.68,0.38,0.0,3.76,0.0,10.58,0.06,0.02,0.61,0.21,0.08,0.57,10.58,1.85,1181.76,plate,ASC117.json
ASC118,Paneer pulao,asc_manual,581.91,8.76,1.98,59.81,1.11,0.62,7617.56,12348.22,37341.27,0.0,33.09,35.47,6.11,72.28,31.25,0.26,0.05,1.53,0.01,0.18,0.01,0.3,0.0,29.0,0.11,0.0,4.35,0.0,8.27,0.02,0.01,0.27,0.1,0.03,1.45,8.27,0.41,24.57,plate,ASC118.json
ASC119,Peanut pulao ,asc_manual,193.28,21.18,5.32,9.51,1.6,2.9,1641.26,3376.43,4083.54,0.0,18.52,91.56,38.11,168.4,159.16,0.83,0.21,0.82,0.0,0.63,0.05,0.76,0.0,2.49,1.23,0.0,2.07,0.0,19.02,0.12,0.03,2.21,0.31,0.1,0.67,19.02,0.96,42.0,plate,ASC119.json
ASC120,Navratan pulao,asc_manual,261.71,36.98,6.2,9.45,2.52,3.82,1703.75,2268.66,4982.27,0.0,59.61,107.1,32.27,334.26,185.63,1.1,0.22,2.65,0.01,0.98,0.04,0.98,0.0,3.76,2.51,0.0,11.43,0.0,25.65,0.13,0.04,1.33,0.46,0.15,2.74,25.65,7.04,1517.86,plate,ASC120.json
ASC121,Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),asc_manual,173.43,27.57,4.88,4.82,2.48,3.15,587.75,1007.47,2846.6,0.0,18.94,72.14,21.62,170.05,164.6,0.95,0.17,0.35,0.0,0.98,0.02,0.7,0.0,2.0,0.24,0.0,2.98,0.0,84.14,0.11,0.05,0.84,0.39,0.14,0.45,84.14,1.52,36.02,plate,ASC121.json
ASC122,Mutton biryani/biriyani,asc_manual,190.76,22.5,7.38,7.72,2.39,2.42,714.75,935.61,2609.1,0.4,68.58,94.87,19.12,262.64,212.05,1.29,0.12,0.59,0.0,0.67,0.06,0.46,1.01,1.99,2.03,0.0,6.94,0.0,14.47,0.11,0.07,2.45,0.27,0.11,1.06,14.47,4.95,811.04,plate,ASC122.json
ASC123,Vegetable biryani/biriyani,asc_manual,174.61,18.56,3.16,9.51,2.14,3.31,1274.58,1942.7,5841.21,0.27,33.52,59.38,24.37,183.79,242.5,0.86,0.12,0.65,0.0,0.56,0.03,0.5,0.7,4.52,2.83,0.0,12.9,0.0,25.71,0.08,0.04,0.86,0.38,0.15,2.0,25.71,13.05,1582.91,plate,ASC123.json
ASC124,"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",asc_manual,176.3,21.62,4.26,7.88,0.78,2.52,1232.11,2472.67,3775.38,0.0,12.7,77.42,29.94,187.11,152.57,0.77,0.16,1.51,0.0,0.39,0.08,0.59,0.0,2.47,1.29,0.0,6.63,0.0,11.91,0.1,0.04,1.7,0.24,0.09,0.23,11.91,3.2,2148.06,plate,ASC124.json
ASC125,Sweet rice (Meethe chawal),asc_manual,215.41,42.59,2.1,4.57,24.8,1.13,2409.38,1377.46,361.35,9.55,11.38,39.74,11.13,3.2,56.08,0.34,0.11,0.38,0.0,0.46,0.04,0.32,35.79,0.5,0.22,0.0,0.92,0.0,3.06,0.04,0.02,0.62,0.14,0.05,0.16,3.06,0.06,90.74,plate,ASC125.json
ASC126,Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),asc_manual,195.74,32.93,5.75,4.32,3.91,2.13,1595.74,1009.27,1392.21,3.12,101.52,133.75,24.28,213.29,211.78,0.59,0.13,1.83,0.01,0.35,0.06,0.74,7.93,1.06,1.58,0.0,7.91,0.0,13.06,0.1,0.15,1.14,0.46,0.14,1.45,13.06,2.36,1872.22,plate,ASC126.json
ASC127,Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),asc_manual,373.04,65.08,7.45,8.53,11.65,5.12,2643.6,2460.18,2781.06,7.7,50.94,147.53,58.32,162.41,369.08,2.89,0.37,3.67,0.02,0.81,0.45,1.13,28.85,1.97,7.05,0.0,13.31,0.0,18.01,0.21,0.08,2.29,0.52,0.21,0.49,18.01,0.66,3140.33,plate,ASC127.json
ASC128,Spanish rice,asc_manual,164.24,31.1,4.19,2.23,1.26,2.78,315.58,435.8,1330.75,0.0,18.93,69.95,21.13,96.61,190.33,0.92,0.16,0.94,0.01,0.44,0.05,0.61,0.0,1.02,4.18,0.0,14.79,0.0,25.05,0.11,0.04,1.31,0.36,0.15,1.23,25.05,22.37,1934.34,plate,ASC128.json
ASC129,Chinese fried rice,asc_manual,120.58,13.4,4.05,5.43,1.47,2.31,952.97,1319.85,2741.71,52.09,34.7,70.05,18.99,248.36,210.87,0.99,0.09,6.13,0.0,0.26,0.02,0.51,28.18,2.18,0.57,0.12,23.24,2.08,38.95,0.06,0.06,0.7,0.43,0.18,4.23,38.95,19.18,1886.76,plate,ASC129.json
ASC130,Classic italian pasta,asc_manual,42.12,4.4,0.57,2.45,2.94,1.36,647.53,513.45,1115.75,1.7,19.55,13.83,9.21,49.04,105.02,0.41,0.04,0.09,0.0,0.26,0.01,0.12,7.64,0.89,3.9,0.0,10.07,0.0,9.62,0.02,0.01,0.23,0.11,0.05,0.65,9.62,8.63,2709.15,,ASC130.json
ASC131,Pasta spinach sauce,asc_manual,85.46,1.76,1.76,7.9,1.04,0.86,2696.36,4136.42,596.4,9.34,58.57,45.41,32.15,115.79,251.05,1.23,0.07,0.88,0.01,0.41,0.01,0.31,41.16,0.74,0.13,0.0,111.32,0.0,53.75,0.06,0.06,0.17,0.12,0.07,1.77,53.75,12.78,3271.22,,ASC131.json
ASC132,Pasta cheese sauce,asc_manual,149.26,9.0,4.33,10.84,4.22,0.14,6732.67,2866.95,380.98,22.22,152.68,148.59,10.4,255.95,114.39,0.25,0.03,1.18,0.0,0.03,0.01,0.54,92.91,0.34,0.05,0.0,0.82,0.0,7.43,0.03,0.12,0.08,0.33,0.04,2.17,7.43,1.54,202.49,,ASC132.json
ASC133,Macroni cheese pie,asc_manual,170.63,21.1,5.85,7.48,3.4,0.4,4429.56,1955.48,419.11,15.99,122.01,162.88,19.78,200.51,156.11,0.54,0.09,5.54,0.0,0.21,0.01,0.71,60.18,0.32,2.52,0.0,5.85,0.0,11.77,0.06,0.08,0.84,0.41,0.07,1.86,11.77,6.11,1334.65,casserole dish,ASC133.json
ASC134,Vegetable chowmein,asc_manual,129.71,15.44,3.07,6.36,1.97,1.86,795.86,1254.13,3937.86,0.0,28.33,56.26,21.67,258.47,201.59,0.99,0.09,3.9,0.0,0.27,0.01,0.39,0.0,3.0,0.59,0.0,20.64,0.0,33.17,0.06,0.04,0.93,0.3,0.15,1.94,33.17,28.5,2228.36,plate,ASC134.json
ASC135,Chicken chowmein,asc_manual,151.33,13.3,6.33,8.23,1.63,1.64,968.75,1496.62,4214.87,10.73,26.1,77.93,21.81,288.15,225.32,0.89,0.13,6.64,0.0,0.24,0.01,0.46,1.21,3.23,0.53,0.24,18.15,4.84,29.7,0.07,0.04,2.19,0.45,0.22,2.41,29.7,24.68,1937.75,plate,ASC135.json
ASC136,Cheese noodle ring,asc_manual,133.67,13.96,6.22,6.12,2.84,1.27,3321.54,1715.81,431.16,55.67,99.3,140.95,20.45,241.96,176.93,0.79,0.09,8.66,0.0,0.19,0.02,0.73,61.17,0.43,2.14,0.11,8.18,1.84,23.84,0.07,0.09,0.67,0.55,0.12,4.43,23.84,6.09,1462.24,plate,ASC136.json
ASC137,Spaghetti and cheese balls in tomato sauce,asc_manual,508.32,7.82,2.41,52.08,1.83,0.59,7373.75,10795.82,31606.38,3.83,40.59,39.59,8.73,104.14,68.28,0.32,0.05,2.67,0.01,0.1,0.0,0.32,17.42,24.57,2.53,0.0,9.19,0.0,12.01,0.03,0.02,0.36,0.13,0.04,1.57,12.01,5.97,1266.58,plate,ASC137.json
ASC138,Penne platter,asc_manual,177.4,20.87,5.04,8.71,4.5,1.09,2136.86,4920.39,1072.46,2.29,67.67,87.01,21.93,283.37,202.22,0.9,0.11,6.89,0.01,0.3,0.01,0.67,5.97,1.06,1.53,0.0,6.79,0.0,23.02,0.08,0.03,1.16,0.37,0.1,3.5,23.02,6.25,1013.17,plate,ASC138.json
ASC139,Pasta hot pot,asc_manual,125.17,11.6,5.84,6.47,5.99,0.8,2683.04,1884.61,1351.12,27.19,55.28,100.04,17.09,231.17,215.22,0.82,0.07,3.26,0.0,0.17,0.01,0.89,24.04,1.0,1.63,0.03,4.95,0.44,13.39,0.2,0.09,1.44,0.38,0.1,1.79,13.39,7.07,1010.47,plate,ASC139.json
ASC140,Chicken lasagne,asc_manual,187.49,13.9,10.45,10.36,2.74,0.11,5062.3,2431.58,487.58,50.38,119.98,190.02,18.11,238.55,176.85,0.64,0.12,9.92,0.0,0.12,0.01,0.8,81.45,0.4,0.05,0.38,0.76,7.46,11.86,0.07,0.1,2.4,0.65,0.18,3.44,11.86,0.82,126.09,plate,ASC140.json
ASC141,Fettuccine with spinach sauce,asc_manual,129.21,12.19,3.1,7.83,1.18,0.77,2898.78,3757.31,628.94,10.29,53.67,64.04,34.19,153.59,247.35,1.28,0.1,3.86,0.01,0.46,0.01,0.43,45.57,0.69,0.15,0.0,94.43,0.0,48.13,0.08,0.05,0.61,0.22,0.08,1.64,48.13,10.8,2774.57,plate,ASC141.json
ASC142,Naan,asc_manual,286.45,51.75,8.05,4.99,5.59,1.91,2749.48,1219.12,438.43,10.15,88.01,245.77,27.53,326.11,166.24,1.29,0.13,0.47,0.0,0.45,0.08,0.8,39.97,0.2,4.36,0.0,1.57,0.0,14.22,0.11,0.1,0.57,0.58,0.07,1.04,14.22,0.43,238.35,naan,ASC142.json
ASC143,Bhatura,asc_manual,793.2,10.73,1.63,82.56,0.69,0.38,9971.81,16934.05,52234.33,0.38,12.12,39.05,4.89,28.3,30.07,0.33,0.03,0.07,0.0,0.09,0.0,0.15,0.96,40.58,0.92,0.0,5.33,0.0,2.85,0.02,0.02,0.11,0.12,0.01,0.17,2.85,0.03,37.82,bhatura,ASC143.json
ASC144,Idli,asc_manual,137.54,28.18,4.64,0.33,0.28,2.31,72.42,44.49,138.65,0.0,8.0,79.3,25.44,100.83,158.13,0.68,0.14,2.75,0.0,0.38,0.05,0.62,0.0,0.04,0.84,0.0,1.28,0.0,11.77,0.07,0.03,0.93,0.46,0.09,0.17,11.77,0.0,41.87,idli,ASC144.json
ASC146,Masala dosa,asc_manual,164.58,19.57,3.29,7.84,1.33,2.52,964.81,1609.59,4867.08,0.0,15.58,62.57,26.62,191.28,271.77,0.79,0.13,2.34,0.0,0.31,0.1,0.5,0.0,3.71,1.48,0.0,5.96,0.0,17.05,0.06,0.03,0.84,0.39,0.09,0.9,17.05,6.75,1008.09,dosa,ASC146.json
ASC147,Semolina dosa (Suji/Rava dosa),asc_manual,227.05,32.84,7.3,7.12,4.37,4.04,1502.63,1512.93,3665.51,4.59,116.04,196.56,28.14,202.36,254.06,1.39,0.19,4.94,0.0,0.78,0.05,1.16,11.68,2.81,5.03,0.0,5.41,0.0,21.61,0.14,0.14,0.58,0.55,0.11,1.5,21.61,3.11,457.81,dosa,ASC147.json
